Input_Size,Run_ID,Algorithm,Comparisons
4000,434,MergeSort,42809
4000,434,QuickSort,61318
4000,434,HeapSort,58779
4000,435,BubbleSort,7998000
4000,435,InsertionSort,4015226
4000,435,SelectionSort,7998000
4000,435,MergeSort,42868
4000,435,QuickSort,56173
4000,435,HeapSort,58704
4000,436,BubbleSort,7998000
4000,436,InsertionSort,4025033
4000,436,SelectionSort,7998000
4000,436,MergeSort,42813
4000,436,QuickSort,58013
4000,436,HeapSort,58626
4000,437,BubbleSort,7998000
4000,437,InsertionSort,4030991
4000,437,SelectionSort,7998000
4000,437,MergeSort,42763
4000,437,QuickSort,59630
4000,437,HeapSort,58704
4000,438,BubbleSort,7998000
4000,438,InsertionSort,4053631
4000,438,SelectionSort,7998000
4000,438,MergeSort,42800
4000,438,QuickSort,67474
4000,438,HeapSort,58665
4000,439,BubbleSort,7998000
4000,439,InsertionSort,3980879
4000,439,SelectionSort,7998000
4000,439,MergeSort,42823
4000,439,QuickSort,56633
4000,439,HeapSort,58847
4000,440,BubbleSort,7998000
4000,440,InsertionSort,4053059
4000,440,SelectionSort,7998000
4000,440,MergeSort,42801
4000,440,QuickSort,58047
4000,440,HeapSort,58619
4000,441,BubbleSort,7998000
4000,441,InsertionSort,3915087
4000,441,SelectionSort,7998000
4000,441,MergeSort,42824
4000,441,QuickSort,52766
4000,441,HeapSort,58817
4000,442,BubbleSort,7998000
4000,442,InsertionSort,3907687
4000,442,SelectionSort,7998000
4000,442,MergeSort,42758
4000,442,QuickSort,56742
4000,442,HeapSort,58835
4000,443,BubbleSort,7998000
4000,443,InsertionSort,3966642
4000,443,SelectionSort,7998000
4000,443,MergeSort,42870
4000,443,QuickSort,56652
4000,443,HeapSort,58683
4000,444,BubbleSort,7998000
4000,444,InsertionSort,4037603
4000,444,SelectionSort,7998000
4000,444,MergeSort,42734
4000,444,QuickSort,58642
4000,444,HeapSort,58724
4000,445,BubbleSort,7998000
4000,445,InsertionSort,3955292
4000,445,SelectionSort,7998000
4000,445,MergeSort,42808
4000,445,QuickSort,55831
4000,445,HeapSort,58644
4000,446,BubbleSort,7998000
4000,446,InsertionSort,3984430
4000,446,SelectionSort,7998000
4000,446,MergeSort,42859
4000,446,QuickSort,57063
4000,446,HeapSort,58786
4000,447,BubbleSort,7998000
4000,447,InsertionSort,4030929
4000,447,SelectionSort,7998000
4000,447,MergeSort,42866
4000,447,QuickSort,57890
4000,447,HeapSort,58548
4000,448,BubbleSort,7998000
4000,448,InsertionSort,3912490
4000,448,SelectionSort,7998000
4000,448,MergeSort,42779
4000,448,QuickSort,57830
4000,448,HeapSort,58804
4000,449,BubbleSort,7998000
4000,449,InsertionSort,3981280
4000,449,SelectionSort,7998000
4000,449,MergeSort,42848
4000,449,QuickSort,55288
4000,449,HeapSort,58733
4000,450,BubbleSort,7998000
4000,450,InsertionSort,3978814
4000,450,SelectionSort,7998000
4000,450,MergeSort,42871
4000,450,QuickSort,55319
4000,450,HeapSort,58711
4000,451,BubbleSort,7998000
4000,451,InsertionSort,4081412
4000,451,SelectionSort,7998000
4000,451,MergeSort,42756
4000,451,QuickSort,56482
4000,451,HeapSort,58566
4000,452,BubbleSort,7998000
4000,452,InsertionSort,4007202
4000,452,SelectionSort,7998000
4000,452,MergeSort,42874
4000,452,QuickSort,52253
4000,452,HeapSort,58794
4000,453,BubbleSort,7998000
4000,453,InsertionSort,4017006
4000,453,SelectionSort,7998000
4000,453,MergeSort,42848
4000,453,QuickSort,58891
4000,453,HeapSort,58603
4000,454,BubbleSort,7998000
4000,454,InsertionSort,3968494
4000,454,SelectionSort,7998000
4000,454,MergeSort,42844
4000,454,QuickSort,59630
4000,454,HeapSort,58812
4000,455,BubbleSort,7998000
4000,455,InsertionSort,3991156
4000,455,SelectionSort,7998000
4000,455,MergeSort,42817
4000,455,QuickSort,56337
4000,455,HeapSort,58778
4000,456,BubbleSort,7998000
4000,456,InsertionSort,4002460
4000,456,SelectionSort,7998000
4000,456,MergeSort,42858
4000,456,QuickSort,55022
4000,456,HeapSort,58726
4000,457,BubbleSort,7998000
4000,457,InsertionSort,4025171
4000,457,SelectionSort,7998000
4000,457,MergeSort,42834
4000,457,QuickSort,54606
4000,457,HeapSort,58649
4000,458,BubbleSort,7998000
4000,458,InsertionSort,3990339
4000,458,SelectionSort,7998000
4000,458,MergeSort,42784
4000,458,QuickSort,63064
4000,458,HeapSort,58756
4000,459,BubbleSort,7998000
4000,459,InsertionSort,4010073
4000,459,SelectionSort,7998000
4000,459,MergeSort,42793
4000,459,QuickSort,58191
4000,459,HeapSort,58706
4000,460,BubbleSort,7998000
4000,460,InsertionSort,4080432
4000,460,SelectionSort,7998000
4000,460,MergeSort,42879
4000,460,QuickSort,58654
4000,460,HeapSort,58780
4000,461,BubbleSort,7998000
4000,461,InsertionSort,3979779
4000,461,SelectionSort,7998000
4000,461,MergeSort,42834
4000,461,QuickSort,59316
4000,461,HeapSort,58716
4000,462,BubbleSort,7998000
4000,462,InsertionSort,4051987
4000,462,SelectionSort,7998000
4000,462,MergeSort,42819
4000,462,QuickSort,55494
4000,462,HeapSort,58655
4000,463,BubbleSort,7998000
4000,463,InsertionSort,4038133
4000,463,SelectionSort,7998000
4000,463,MergeSort,42822
4000,463,QuickSort,59039
4000,463,HeapSort,58686
4000,464,BubbleSort,7998000
4000,464,InsertionSort,4120975
4000,464,SelectionSort,7998000
4000,464,MergeSort,42774
4000,464,QuickSort,53516
4000,464,HeapSort,58558
4000,465,BubbleSort,7998000
4000,465,InsertionSort,4040988
4000,465,SelectionSort,7998000
4000,465,MergeSort,42828
4000,465,QuickSort,60284
4000,465,HeapSort,58657
4000,466,BubbleSort,7998000
4000,466,InsertionSort,4029353
4000,466,SelectionSort,7998000
4000,466,MergeSort,42760
4000,466,QuickSort,53066
4000,466,HeapSort,58587
4000,467,BubbleSort,7998000
4000,467,InsertionSort,3968534
4000,467,SelectionSort,7998000
4000,467,MergeSort,42836
4000,467,QuickSort,52827
4000,467,HeapSort,58795
4000,468,BubbleSort,7998000
4000,468,InsertionSort,3985508
4000,468,SelectionSort,7998000
4000,468,MergeSort,42850
4000,468,QuickSort,61247
4000,468,HeapSort,58770
4000,469,BubbleSort,7998000
4000,469,InsertionSort,3924270
4000,469,SelectionSort,7998000
4000,469,MergeSort,42815
4000,469,QuickSort,56785
4000,469,HeapSort,58698
4000,470,BubbleSort,7998000
4000,470,InsertionSort,3946329
4000,470,SelectionSort,7998000
4000,470,MergeSort,42867
4000,470,QuickSort,54966
4000,470,HeapSort,58846
4000,471,BubbleSort,7998000
4000,471,InsertionSort,3965539
4000,471,SelectionSort,7998000
4000,471,MergeSort,42753
4000,471,QuickSort,57998
4000,471,HeapSort,58843
4000,472,BubbleSort,7998000
4000,472,InsertionSort,4057945
4000,472,SelectionSort,7998000
4000,472,MergeSort,42824
4000,472,QuickSort,56823
4000,472,HeapSort,58632
4000,473,BubbleSort,7998000
4000,473,InsertionSort,3929040
4000,473,SelectionSort,7998000
4000,473,MergeSort,42813
4000,473,QuickSort,56606
4000,473,HeapSort,58808
4000,474,BubbleSort,7998000
4000,474,InsertionSort,3964835
4000,474,SelectionSort,7998000
4000,474,MergeSort,42839
4000,474,QuickSort,55713
4000,474,HeapSort,58726
4000,475,BubbleSort,7998000
4000,475,InsertionSort,4026321
4000,475,SelectionSort,7998000
4000,475,MergeSort,42775
4000,475,QuickSort,61913
4000,475,HeapSort,58579
4000,476,BubbleSort,7998000
4000,476,InsertionSort,4017946
4000,476,SelectionSort,7998000
4000,476,MergeSort,42834
4000,476,QuickSort,58322
4000,476,HeapSort,58796
4000,477,BubbleSort,7998000
4000,477,InsertionSort,4036336
4000,477,SelectionSort,7998000
4000,477,MergeSort,42839
4000,477,QuickSort,60662
4000,477,HeapSort,58861
4000,478,BubbleSort,7998000
4000,478,InsertionSort,4083571
4000,478,SelectionSort,7998000
4000,478,MergeSort,42841
4000,478,QuickSort,56863
4000,478,HeapSort,58619
4000,479,BubbleSort,7998000
4000,479,InsertionSort,3951258
4000,479,SelectionSort,7998000
4000,479,MergeSort,42788
4000,479,QuickSort,55059
4000,479,HeapSort,58993
4000,480,BubbleSort,7998000
4000,480,InsertionSort,3981733
4000,480,SelectionSort,7998000
4000,480,MergeSort,42830
4000,480,QuickSort,57457
4000,480,HeapSort,58795
4000,481,BubbleSort,7998000
4000,481,InsertionSort,4000407
4000,481,SelectionSort,7998000
4000,481,MergeSort,42847
4000,481,QuickSort,56445
4000,481,HeapSort,58646
4000,482,BubbleSort,7998000
4000,482,InsertionSort,4042941
4000,482,SelectionSort,7998000
4000,482,MergeSort,42800
4000,482,QuickSort,57521
4000,482,HeapSort,58654
4000,483,BubbleSort,7998000
4000,483,InsertionSort,4034759
4000,483,SelectionSort,7998000
4000,483,MergeSort,42821
4000,483,QuickSort,54865
4000,483,HeapSort,58701
4000,484,BubbleSort,7998000
4000,484,InsertionSort,3962360
4000,484,SelectionSort,7998000
4000,484,MergeSort,42911
4000,484,QuickSort,56252
4000,484,HeapSort,58774
4000,485,BubbleSort,7998000
4000,485,InsertionSort,3958040
4000,485,SelectionSort,7998000
4000,485,MergeSort,42863
4000,485,QuickSort,61674
4000,485,HeapSort,58793
4000,486,BubbleSort,7998000
4000,486,InsertionSort,3953462
4000,486,SelectionSort,7998000
4000,486,MergeSort,42811
4000,486,QuickSort,55602
4000,486,HeapSort,58715
4000,487,BubbleSort,7998000
4000,487,InsertionSort,4024390
4000,487,SelectionSort,7998000
4000,487,MergeSort,42852
4000,487,QuickSort,54971
4000,487,HeapSort,58556
4000,488,BubbleSort,7998000
4000,488,InsertionSort,3981211
4000,488,SelectionSort,7998000
4000,488,MergeSort,42868
4000,488,QuickSort,61584
4000,488,HeapSort,58826
4000,489,BubbleSort,7998000
4000,489,InsertionSort,3959536
4000,489,SelectionSort,7998000
4000,489,MergeSort,42830
4000,489,QuickSort,58173
4000,489,HeapSort,58639
4000,490,BubbleSort,7998000
4000,490,InsertionSort,3997766
4000,490,SelectionSort,7998000
4000,490,MergeSort,42837
4000,490,QuickSort,58351
4000,490,HeapSort,58799
4000,491,BubbleSort,7998000
4000,491,InsertionSort,4023129
4000,491,SelectionSort,7998000
4000,491,MergeSort,42802
4000,491,QuickSort,52883
4000,491,HeapSort,58756
4000,492,BubbleSort,7998000
4000,492,InsertionSort,3966332
4000,492,SelectionSort,7998000
4000,492,MergeSort,42832
4000,492,QuickSort,58154
4000,492,HeapSort,58821
4000,493,BubbleSort,7998000
4000,493,InsertionSort,3996369
4000,493,SelectionSort,7998000
4000,493,MergeSort,42858
4000,493,QuickSort,57305
4000,493,HeapSort,58704
4000,494,BubbleSort,7998000
4000,494,InsertionSort,3983889
4000,494,SelectionSort,7998000
4000,494,MergeSort,42830
4000,494,QuickSort,56501
4000,494,HeapSort,58803
4000,495,BubbleSort,7998000
4000,495,InsertionSort,4102391
4000,495,SelectionSort,7998000
4000,495,MergeSort,42857
4000,495,QuickSort,58850
4000,495,HeapSort,58683
4000,496,BubbleSort,7998000
4000,496,InsertionSort,4130344
4000,496,SelectionSort,7998000
4000,496,MergeSort,42896
4000,496,QuickSort,55678
4000,496,HeapSort,58607
4000,497,BubbleSort,7998000
4000,497,InsertionSort,4046322
4000,497,SelectionSort,7998000
4000,497,MergeSort,42819
4000,497,QuickSort,58278
4000,497,HeapSort,58661
4000,498,BubbleSort,7998000
4000,498,InsertionSort,3969242
4000,498,SelectionSort,7998000
4000,498,MergeSort,42810
4000,498,QuickSort,55652
4000,498,HeapSort,58691
4000,499,BubbleSort,7998000
4000,499,InsertionSort,3982788
4000,499,SelectionSort,7998000
4000,499,MergeSort,42820
4000,499,QuickSort,55764
4000,499,HeapSort,58733
4000,500,BubbleSort,7998000
4000,500,InsertionSort,3988745
4000,500,SelectionSort,7998000
4000,500,MergeSort,42808
4000,500,QuickSort,55439
4000,500,HeapSort,58639
5000,1,BubbleSort,12497500
5000,1,InsertionSort,6273124
5000,1,SelectionSort,12497500
5000,1,MergeSort,55251
5000,1,QuickSort,70801
5000,1,HeapSort,75774
5000,2,BubbleSort,12497500
5000,2,InsertionSort,6294483
5000,2,SelectionSort,12497500
5000,2,MergeSort,55188
5000,2,QuickSort,72127
5000,2,HeapSort,75579
5000,3,BubbleSort,12497500
5000,3,InsertionSort,6276953
5000,3,SelectionSort,12497500
5000,3,MergeSort,55214
5000,3,QuickSort,72087
5000,3,HeapSort,75464
5000,4,BubbleSort,12497500
5000,4,InsertionSort,6196839
5000,4,SelectionSort,12497500
5000,4,MergeSort,55224
5000,4,QuickSort,72700
5000,4,HeapSort,75711
5000,5,BubbleSort,12497500
5000,5,InsertionSort,6280403
5000,5,SelectionSort,12497500
5000,5,MergeSort,55294
5000,5,QuickSort,71284
5000,5,HeapSort,75698
5000,6,BubbleSort,12497500
5000,6,InsertionSort,6244651
5000,6,SelectionSort,12497500
5000,6,MergeSort,55216
5000,6,QuickSort,74241
5000,6,HeapSort,75609
5000,7,BubbleSort,12497500
5000,7,InsertionSort,6142315
5000,7,SelectionSort,12497500
5000,7,MergeSort,55249
5000,7,QuickSort,74048
5000,7,HeapSort,75721
5000,8,BubbleSort,12497500
5000,8,InsertionSort,6273211
5000,8,SelectionSort,12497500
5000,8,MergeSort,55249
5000,8,QuickSort,73837
5000,8,HeapSort,75644
5000,9,BubbleSort,12497500
5000,9,InsertionSort,6210579
5000,9,SelectionSort,12497500
5000,9,MergeSort,55228
5000,9,QuickSort,73197
5000,9,HeapSort,75568
5000,10,BubbleSort,12497500
5000,10,InsertionSort,6278669
5000,10,SelectionSort,12497500
5000,10,MergeSort,55233
5000,10,QuickSort,72233
5000,10,HeapSort,75606
5000,11,BubbleSort,12497500
5000,11,InsertionSort,6195180
5000,11,SelectionSort,12497500
5000,11,MergeSort,55179
5000,11,QuickSort,71150
5000,11,HeapSort,75815
5000,12,BubbleSort,12497500
5000,12,InsertionSort,6354316
5000,12,SelectionSort,12497500
5000,12,MergeSort,55217
5000,12,QuickSort,74347
5000,12,HeapSort,75740
5000,13,BubbleSort,12497500
5000,13,InsertionSort,6273347
5000,13,SelectionSort,12497500
5000,13,MergeSort,55192
5000,13,QuickSort,70945
5000,13,HeapSort,75667
5000,14,BubbleSort,12497500
5000,14,InsertionSort,6371096
5000,14,SelectionSort,12497500
5000,14,MergeSort,55250
5000,14,QuickSort,70348
5000,14,HeapSort,75585
5000,15,BubbleSort,12497500
5000,15,InsertionSort,6267427
5000,15,SelectionSort,12497500
5000,15,MergeSort,55206
5000,15,QuickSort,70477
5000,15,HeapSort,75654
5000,16,BubbleSort,12497500
5000,16,InsertionSort,6220912
5000,16,SelectionSort,12497500
5000,16,MergeSort,55171
5000,16,QuickSort,71077
5000,16,HeapSort,75797
5000,17,BubbleSort,12497500
5000,17,InsertionSort,6195847
5000,17,SelectionSort,12497500
5000,17,MergeSort,55211
5000,17,QuickSort,74621
5000,17,HeapSort,75733
5000,18,BubbleSort,12497500
5000,18,InsertionSort,6210821
5000,18,SelectionSort,12497500
5000,18,MergeSort,55205
5000,18,QuickSort,72969
5000,18,HeapSort,75688
5000,19,BubbleSort,12497500
5000,19,InsertionSort,6291578
5000,19,SelectionSort,12497500
5000,19,MergeSort,55201
5000,19,QuickSort,70222
5000,19,HeapSort,75536
5000,20,BubbleSort,12497500
5000,20,InsertionSort,6328415
5000,20,SelectionSort,12497500
5000,20,MergeSort,55227
5000,20,QuickSort,71434
5000,20,HeapSort,75609
5000,21,BubbleSort,12497500
5000,21,InsertionSort,6238585
5000,21,SelectionSort,12497500
5000,21,MergeSort,55194
5000,21,QuickSort,73698
5000,21,HeapSort,75629
5000,22,BubbleSort,12497500
5000,22,InsertionSort,6262619
5000,22,SelectionSort,12497500
5000,22,MergeSort,55183
5000,22,QuickSort,69167
5000,22,HeapSort,75740
5000,23,BubbleSort,12497500
5000,23,InsertionSort,6269861
5000,23,SelectionSort,12497500
5000,23,MergeSort,55213
5000,23,QuickSort,69003
5000,23,HeapSort,75626
5000,24,BubbleSort,12497500
5000,24,InsertionSort,6199005
5000,24,SelectionSort,12497500
5000,24,MergeSort,55204
5000,24,QuickSort,70331
5000,24,HeapSort,75615
5000,25,BubbleSort,12497500
5000,25,InsertionSort,6208661
5000,25,SelectionSort,12497500
5000,25,MergeSort,55196
5000,25,QuickSort,71747
5000,25,HeapSort,75753
5000,26,BubbleSort,12497500
5000,26,InsertionSort,6312163
5000,26,SelectionSort,12497500
5000,26,MergeSort,55252
5000,26,QuickSort,73815
5000,26,HeapSort,75613
5000,27,BubbleSort,12497500
5000,27,InsertionSort,6306745
5000,27,SelectionSort,12497500
5000,27,MergeSort,55226
5000,27,QuickSort,70575
5000,27,HeapSort,75535
5000,28,BubbleSort,12497500
5000,28,InsertionSort,6158111
5000,28,SelectionSort,12497500
5000,28,MergeSort,55269
5000,28,QuickSort,73498
5000,28,HeapSort,75757
5000,29,BubbleSort,12497500
5000,29,InsertionSort,6206438
5000,29,SelectionSort,12497500
5000,29,MergeSort,55239
5000,29,QuickSort,72667
5000,29,HeapSort,75783
5000,30,BubbleSort,12497500
5000,30,InsertionSort,6280027
5000,30,SelectionSort,12497500
5000,30,MergeSort,55112
5000,30,QuickSort,79513
5000,30,HeapSort,75638
5000,31,BubbleSort,12497500
5000,31,InsertionSort,6258337
5000,31,SelectionSort,12497500
5000,31,MergeSort,55146
5000,31,QuickSort,69835
5000,31,HeapSort,75714
5000,32,BubbleSort,12497500
5000,32,InsertionSort,6295164
5000,32,SelectionSort,12497500
5000,32,MergeSort,55204
5000,32,QuickSort,71498
5000,32,HeapSort,75591
5000,33,BubbleSort,12497500
5000,33,InsertionSort,6244618
5000,33,SelectionSort,12497500
5000,33,MergeSort,55267
5000,33,QuickSort,68486
5000,33,HeapSort,75691
5000,34,BubbleSort,12497500
5000,34,InsertionSort,6195315
5000,34,SelectionSort,12497500
5000,34,MergeSort,55263
5000,34,QuickSort,72316
5000,34,HeapSort,75658
5000,35,BubbleSort,12497500
5000,35,InsertionSort,6276165
5000,35,SelectionSort,12497500
5000,35,MergeSort,55183
5000,35,QuickSort,73968
5000,35,HeapSort,75578
5000,36,BubbleSort,12497500
5000,36,InsertionSort,6231518
5000,36,SelectionSort,12497500
5000,36,MergeSort,55216
5000,36,QuickSort,71584
5000,36,HeapSort,75775
5000,37,BubbleSort,12497500
5000,37,InsertionSort,6263035
5000,37,SelectionSort,12497500
5000,37,MergeSort,55235
5000,37,QuickSort,73826
5000,37,HeapSort,75631
5000,38,BubbleSort,12497500
5000,38,InsertionSort,6254592
5000,38,SelectionSort,12497500
5000,38,MergeSort,55303
5000,38,QuickSort,73311
5000,38,HeapSort,75661
5000,39,BubbleSort,12497500
5000,39,InsertionSort,6241591
5000,39,SelectionSort,12497500
5000,39,MergeSort,55165
5000,39,QuickSort,74440
5000,39,HeapSort,75649
5000,40,BubbleSort,12497500
5000,40,InsertionSort,6216227
5000,40,SelectionSort,12497500
5000,40,MergeSort,55157
5000,40,QuickSort,76067
5000,40,HeapSort,75646
5000,41,BubbleSort,12497500
5000,41,InsertionSort,6313569
5000,41,SelectionSort,12497500
5000,41,MergeSort,55273
5000,41,QuickSort,71334
5000,41,HeapSort,75634
5000,42,BubbleSort,12497500
5000,42,InsertionSort,6315065
5000,42,SelectionSort,12497500
5000,42,MergeSort,55240
5000,42,QuickSort,76614
5000,42,HeapSort,75798
5000,43,BubbleSort,12497500
5000,43,InsertionSort,6189766
5000,43,SelectionSort,12497500
5000,43,MergeSort,55261
5000,43,QuickSort,74257
5000,43,HeapSort,75581
5000,44,BubbleSort,12497500
5000,44,InsertionSort,6274958
5000,44,SelectionSort,12497500
5000,44,MergeSort,55279
5000,44,QuickSort,73733
5000,44,HeapSort,75593
5000,45,BubbleSort,12497500
5000,45,InsertionSort,6253054
5000,45,SelectionSort,12497500
5000,45,MergeSort,55266
5000,45,QuickSort,71330
5000,45,HeapSort,75583
5000,46,BubbleSort,12497500
5000,46,InsertionSort,6243590
5000,46,SelectionSort,12497500
5000,46,MergeSort,55251
5000,46,QuickSort,71880
5000,46,HeapSort,75697
5000,47,BubbleSort,12497500
5000,47,InsertionSort,6198047
5000,47,SelectionSort,12497500
5000,47,MergeSort,55155
5000,47,QuickSort,68895
5000,47,HeapSort,75697
5000,48,BubbleSort,12497500
5000,48,InsertionSort,6286677
5000,48,SelectionSort,12497500
5000,48,MergeSort,55238
5000,48,QuickSort,71974
5000,48,HeapSort,75682
5000,49,BubbleSort,12497500
5000,49,InsertionSort,6265407
5000,49,SelectionSort,12497500
5000,49,MergeSort,55313
5000,49,QuickSort,79950
5000,49,HeapSort,75727
5000,50,BubbleSort,12497500
5000,50,InsertionSort,6240755
5000,50,SelectionSort,12497500
5000,50,MergeSort,55192
5000,50,QuickSort,76341
5000,50,HeapSort,75872
5000,51,BubbleSort,12497500
5000,51,InsertionSort,6189606
5000,51,SelectionSort,12497500
5000,51,MergeSort,55290
5000,51,QuickSort,74123
5000,51,HeapSort,75791
5000,52,BubbleSort,12497500
5000,52,InsertionSort,6296677
5000,52,SelectionSort,12497500
5000,52,MergeSort,55196
5000,52,QuickSort,71328
5000,52,HeapSort,75588
5000,53,BubbleSort,12497500
5000,53,InsertionSort,6263585
5000,53,SelectionSort,12497500
5000,53,MergeSort,55199
5000,53,QuickSort,70551
5000,53,HeapSort,75675
5000,54,BubbleSort,12497500
5000,54,InsertionSort,6285563
5000,54,SelectionSort,12497500
5000,54,MergeSort,55240
5000,54,QuickSort,72161
5000,54,HeapSort,75677
5000,55,BubbleSort,12497500
5000,55,InsertionSort,6179782
5000,55,SelectionSort,12497500
5000,55,MergeSort,55221
5000,55,QuickSort,87831
5000,55,HeapSort,75870
5000,56,BubbleSort,12497500
5000,56,InsertionSort,6263567
5000,56,SelectionSort,12497500
5000,56,MergeSort,55173
5000,56,QuickSort,75444
5000,56,HeapSort,75735
5000,57,BubbleSort,12497500
5000,57,InsertionSort,6252896
5000,57,SelectionSort,12497500
5000,57,MergeSort,55251
5000,57,QuickSort,68261
5000,57,HeapSort,75753
5000,58,BubbleSort,12497500
5000,58,InsertionSort,6225205
5000,58,SelectionSort,12497500
5000,58,MergeSort,55219
5000,58,QuickSort,70593
5000,58,HeapSort,75860
5000,59,BubbleSort,12497500
5000,59,InsertionSort,6323429
5000,59,SelectionSort,12497500
5000,59,MergeSort,55232
5000,59,QuickSort,72780
5000,59,HeapSort,75546
5000,60,BubbleSort,12497500
5000,60,InsertionSort,6308751
5000,60,SelectionSort,12497500
5000,60,MergeSort,55248
5000,60,QuickSort,71779
5000,60,HeapSort,75682
5000,61,BubbleSort,12497500
5000,61,InsertionSort,6243315
5000,61,SelectionSort,12497500
5000,61,MergeSort,55247
5000,61,QuickSort,71708
5000,61,HeapSort,75554
5000,62,BubbleSort,12497500
5000,62,InsertionSort,6242308
5000,62,SelectionSort,12497500
5000,62,MergeSort,55228
5000,62,QuickSort,73713
5000,62,HeapSort,75690
5000,63,BubbleSort,12497500
5000,63,InsertionSort,6247230
5000,63,SelectionSort,12497500
5000,63,MergeSort,55255
5000,63,QuickSort,73476
5000,63,HeapSort,75724
5000,64,BubbleSort,12497500
5000,64,InsertionSort,6199575
5000,64,SelectionSort,12497500
5000,64,MergeSort,55261
5000,64,QuickSort,69227
5000,64,HeapSort,75774
5000,65,BubbleSort,12497500
5000,65,InsertionSort,6259936
5000,65,SelectionSort,12497500
5000,65,MergeSort,55217
5000,65,QuickSort,70928
5000,65,HeapSort,75861
5000,66,BubbleSort,12497500
5000,66,InsertionSort,6283783
5000,66,SelectionSort,12497500
5000,66,MergeSort,55185
5000,66,QuickSort,77826
5000,66,HeapSort,75731
5000,67,BubbleSort,12497500
5000,67,InsertionSort,6158771
5000,67,SelectionSort,12497500
5000,67,MergeSort,55220
5000,67,QuickSort,76404
5000,67,HeapSort,75573
5000,68,BubbleSort,12497500
5000,68,InsertionSort,6318945
5000,68,SelectionSort,12497500
5000,68,MergeSort,55262
5000,68,QuickSort,72532
5000,68,HeapSort,75761
5000,69,BubbleSort,12497500
5000,69,InsertionSort,6251679
5000,69,SelectionSort,12497500
5000,69,MergeSort,55290
5000,69,QuickSort,77246
5000,69,HeapSort,75625
5000,70,BubbleSort,12497500
5000,70,InsertionSort,6291877
5000,70,SelectionSort,12497500
5000,70,MergeSort,55212
5000,70,QuickSort,73117
5000,70,HeapSort,75762
5000,71,BubbleSort,12497500
5000,71,InsertionSort,6271168
5000,71,SelectionSort,12497500
5000,71,MergeSort,55238
5000,71,QuickSort,75618
5000,71,HeapSort,75701
5000,72,BubbleSort,12497500
5000,72,InsertionSort,6252384
5000,72,SelectionSort,12497500
5000,72,MergeSort,55212
5000,72,QuickSort,75372
5000,72,HeapSort,75571
5000,73,BubbleSort,12497500
5000,73,InsertionSort,6298858
5000,73,SelectionSort,12497500
5000,73,MergeSort,55187
5000,73,QuickSort,70785
5000,73,HeapSort,75828
5000,74,BubbleSort,12497500
5000,74,InsertionSort,6262810
5000,74,SelectionSort,12497500
5000,74,MergeSort,55240
5000,74,QuickSort,76908
5000,74,HeapSort,75899
5000,75,BubbleSort,12497500
5000,75,InsertionSort,6123402
5000,75,SelectionSort,12497500
5000,75,MergeSort,55247
5000,75,QuickSort,70217
5000,75,HeapSort,75778
5000,76,BubbleSort,12497500
5000,76,InsertionSort,6329484
5000,76,SelectionSort,12497500
5000,76,MergeSort,55253
5000,76,QuickSort,71513
5000,76,HeapSort,75587
5000,77,BubbleSort,12497500
5000,77,InsertionSort,6200095
5000,77,SelectionSort,12497500
5000,77,MergeSort,55240
5000,77,QuickSort,71960
5000,77,HeapSort,75644
5000,78,BubbleSort,12497500
5000,78,InsertionSort,6284658
5000,78,SelectionSort,12497500
5000,78,MergeSort,55275
5000,78,QuickSort,70069
5000,78,HeapSort,75809
5000,79,BubbleSort,12497500
5000,79,InsertionSort,6316847
5000,79,SelectionSort,12497500
5000,79,MergeSort,55210
5000,79,QuickSort,76809
5000,79,HeapSort,75710
5000,80,BubbleSort,12497500
5000,80,InsertionSort,6271484
5000,80,SelectionSort,12497500
5000,80,MergeSort,55156
5000,80,QuickSort,77026
5000,80,HeapSort,75702
5000,81,BubbleSort,12497500
5000,81,InsertionSort,6314856
5000,81,SelectionSort,12497500
5000,81,MergeSort,55194
5000,81,QuickSort,73806
5000,81,HeapSort,75735
5000,82,BubbleSort,12497500
5000,82,InsertionSort,6299598
5000,82,SelectionSort,12497500
5000,82,MergeSort,55289
5000,82,QuickSort,71292
5000,82,HeapSort,75494
5000,83,BubbleSort,12497500
5000,83,InsertionSort,6226276
5000,83,SelectionSort,12497500
5000,83,MergeSort,55259
5000,83,QuickSort,72107
5000,83,HeapSort,75620
5000,84,BubbleSort,12497500
5000,84,InsertionSort,6154800
5000,84,SelectionSort,12497500
5000,84,MergeSort,55292
5000,84,QuickSort,75716
5000,84,HeapSort,75886
5000,85,BubbleSort,12497500
5000,85,InsertionSort,6185906
5000,85,SelectionSort,12497500
5000,85,MergeSort,55267
5000,85,QuickSort,74571
5000,85,HeapSort,75627
5000,86,BubbleSort,12497500
5000,86,InsertionSort,6163431
5000,86,SelectionSort,12497500
5000,86,MergeSort,55214
5000,86,QuickSort,79233
5000,86,HeapSort,75694
5000,87,BubbleSort,12497500
5000,87,InsertionSort,6216595
5000,87,SelectionSort,12497500
5000,87,MergeSort,55258
5000,87,QuickSort,70546
5000,87,HeapSort,75717
5000,88,BubbleSort,12497500
5000,88,InsertionSort,6147716
5000,88,SelectionSort,12497500
5000,88,MergeSort,55192
5000,88,QuickSort,71132
5000,88,HeapSort,75706
5000,89,BubbleSort,12497500
5000,89,InsertionSort,6361308
5000,89,SelectionSort,12497500
5000,89,MergeSort,55290
