Input_Size,Run_ID,Algorithm,Comparisons
3000,41,SelectionSort,4498500
3000,41,MergeSort,30909
3000,41,QuickSort,41147
3000,41,HeapSort,42188
3000,42,BubbleSort,8997000
3000,42,InsertionSort,2242999
3000,42,SelectionSort,4498500
3000,42,MergeSort,30887
3000,42,QuickSort,37967
3000,42,HeapSort,42185
3000,43,BubbleSort,8997000
3000,43,InsertionSort,2237078
3000,43,SelectionSort,4498500
3000,43,MergeSort,30896
3000,43,QuickSort,42608
3000,43,HeapSort,42115
3000,44,BubbleSort,8997000
3000,44,InsertionSort,2281578
3000,44,SelectionSort,4498500
3000,44,MergeSort,30925
3000,44,QuickSort,42644
3000,44,HeapSort,42028
3000,45,BubbleSort,8997000
3000,45,InsertionSort,2267467
3000,45,SelectionSort,4498500
3000,45,MergeSort,30896
3000,45,QuickSort,40246
3000,45,HeapSort,42008
3000,46,BubbleSort,8997000
3000,46,InsertionSort,2236859
3000,46,SelectionSort,4498500
3000,46,MergeSort,30898
3000,46,QuickSort,39335
3000,46,HeapSort,42002
3000,47,BubbleSort,8997000
3000,47,InsertionSort,2227182
3000,47,SelectionSort,4498500
3000,47,MergeSort,30929
3000,47,QuickSort,43683
3000,47,HeapSort,42178
3000,48,BubbleSort,8997000
3000,48,InsertionSort,2257715
3000,48,SelectionSort,4498500
3000,48,MergeSort,30870
3000,48,QuickSort,39178
3000,48,HeapSort,42120
3000,49,BubbleSort,8997000
3000,49,InsertionSort,2311824
3000,49,SelectionSort,4498500
3000,49,MergeSort,30953
3000,49,QuickSort,39545
3000,49,HeapSort,42156
3000,50,BubbleSort,8997000
3000,50,InsertionSort,2293381
3000,50,SelectionSort,4498500
3000,50,MergeSort,30949
3000,50,QuickSort,42145
3000,50,HeapSort,42259
3000,51,BubbleSort,8997000
3000,51,InsertionSort,2261671
3000,51,SelectionSort,4498500
3000,51,MergeSort,30956
3000,51,QuickSort,42916
3000,51,HeapSort,42103
3000,52,BubbleSort,8997000
3000,52,InsertionSort,2243000
3000,52,SelectionSort,4498500
3000,52,MergeSort,30951
3000,52,QuickSort,40061
3000,52,HeapSort,42077
3000,53,BubbleSort,8997000
3000,53,InsertionSort,2252535
3000,53,SelectionSort,4498500
3000,53,MergeSort,30892
3000,53,QuickSort,44554
3000,53,HeapSort,42243
3000,54,BubbleSort,8997000
3000,54,InsertionSort,2217029
3000,54,SelectionSort,4498500
3000,54,MergeSort,30951
3000,54,QuickSort,39558
3000,54,HeapSort,42255
3000,55,BubbleSort,8997000
3000,55,InsertionSort,2240731
3000,55,SelectionSort,4498500
3000,55,MergeSort,30926
3000,55,QuickSort,39302
3000,55,HeapSort,42149
3000,56,BubbleSort,8997000
3000,56,InsertionSort,2262947
3000,56,SelectionSort,4498500
3000,56,MergeSort,30955
3000,56,QuickSort,38796
3000,56,HeapSort,42106
3000,57,BubbleSort,8997000
3000,57,InsertionSort,2228665
3000,57,SelectionSort,4498500
3000,57,MergeSort,30931
3000,57,QuickSort,41413
3000,57,HeapSort,42203
3000,58,BubbleSort,8997000
3000,58,InsertionSort,2251150
3000,58,SelectionSort,4498500
3000,58,MergeSort,30938
3000,58,QuickSort,39059
3000,58,HeapSort,42052
3000,59,BubbleSort,8997000
3000,59,InsertionSort,2287498
3000,59,SelectionSort,4498500
3000,59,MergeSort,30932
3000,59,QuickSort,39345
3000,59,HeapSort,41967
3000,60,BubbleSort,8997000
3000,60,InsertionSort,2272972
3000,60,SelectionSort,4498500
3000,60,MergeSort,30929
3000,60,QuickSort,41768
3000,60,HeapSort,42074
3000,61,BubbleSort,8997000
3000,61,InsertionSort,2285104
3000,61,SelectionSort,4498500
3000,61,MergeSort,30929
3000,61,QuickSort,38947
3000,61,HeapSort,42134
3000,62,BubbleSort,8997000
3000,62,InsertionSort,2280367
3000,62,SelectionSort,4498500
3000,62,MergeSort,30901
3000,62,QuickSort,40569
3000,62,HeapSort,42037
3000,63,BubbleSort,8997000
3000,63,InsertionSort,2277561
3000,63,SelectionSort,4498500
3000,63,MergeSort,30908
3000,63,QuickSort,39186
3000,63,HeapSort,42074
3000,64,BubbleSort,8997000
3000,64,InsertionSort,2266633
3000,64,SelectionSort,4498500
3000,64,MergeSort,30891
3000,64,QuickSort,40702
3000,64,HeapSort,42249
3000,65,BubbleSort,8997000
3000,65,InsertionSort,2226590
3000,65,SelectionSort,4498500
3000,65,MergeSort,30929
3000,65,QuickSort,43032
3000,65,HeapSort,42100
3000,66,BubbleSort,8997000
3000,66,InsertionSort,2265167
3000,66,SelectionSort,4498500
3000,66,MergeSort,30883
3000,66,QuickSort,40217
3000,66,HeapSort,42061
3000,67,BubbleSort,8997000
3000,67,InsertionSort,2212969
3000,67,SelectionSort,4498500
3000,67,MergeSort,30960
3000,67,QuickSort,44581
3000,67,HeapSort,42059
3000,68,BubbleSort,8997000
3000,68,InsertionSort,2277779
3000,68,SelectionSort,4498500
3000,68,MergeSort,30931
3000,68,QuickSort,39143
3000,68,HeapSort,42018
3000,69,BubbleSort,8997000
3000,69,InsertionSort,2288272
3000,69,SelectionSort,4498500
3000,69,MergeSort,30909
3000,69,QuickSort,40183
3000,69,HeapSort,42088
3000,70,BubbleSort,8997000
3000,70,InsertionSort,2229685
3000,70,SelectionSort,4498500
3000,70,MergeSort,30880
3000,70,QuickSort,38970
3000,70,HeapSort,42037
3000,71,BubbleSort,8997000
3000,71,InsertionSort,2288066
3000,71,SelectionSort,4498500
3000,71,MergeSort,30946
3000,71,QuickSort,40255
3000,71,HeapSort,42148
3000,72,BubbleSort,8997000
3000,72,InsertionSort,2259435
3000,72,SelectionSort,4498500
3000,72,MergeSort,30936
3000,72,QuickSort,41116
3000,72,HeapSort,42037
3000,73,BubbleSort,8997000
3000,73,InsertionSort,2243917
3000,73,SelectionSort,4498500
3000,73,MergeSort,30955
3000,73,QuickSort,38811
3000,73,HeapSort,42109
3000,74,BubbleSort,8997000
3000,74,InsertionSort,2208204
3000,74,SelectionSort,4498500
3000,74,MergeSort,30889
3000,74,QuickSort,40843
3000,74,HeapSort,42268
3000,75,BubbleSort,8997000
3000,75,InsertionSort,2310196
3000,75,SelectionSort,4498500
3000,75,MergeSort,30907
3000,75,QuickSort,40659
3000,75,HeapSort,42148
3000,76,BubbleSort,8997000
3000,76,InsertionSort,2263937
3000,76,SelectionSort,4498500
3000,76,MergeSort,30913
3000,76,QuickSort,40264
3000,76,HeapSort,42091
3000,77,BubbleSort,8997000
3000,77,InsertionSort,2233409
3000,77,SelectionSort,4498500
3000,77,MergeSort,30857
3000,77,QuickSort,42137
3000,77,HeapSort,42231
3000,78,BubbleSort,8997000
3000,78,InsertionSort,2288519
3000,78,SelectionSort,4498500
3000,78,MergeSort,30914
3000,78,QuickSort,40039
3000,78,HeapSort,42109
3000,79,BubbleSort,8997000
3000,79,InsertionSort,2237935
3000,79,SelectionSort,4498500
3000,79,MergeSort,30877
3000,79,QuickSort,40289
3000,79,HeapSort,42091
3000,80,BubbleSort,8997000
3000,80,InsertionSort,2213664
3000,80,SelectionSort,4498500
3000,80,MergeSort,30940
3000,80,QuickSort,40067
3000,80,HeapSort,42278
3000,81,BubbleSort,8997000
3000,81,InsertionSort,2283637
3000,81,SelectionSort,4498500
3000,81,MergeSort,30879
3000,81,QuickSort,40382
3000,81,HeapSort,42181
3000,82,BubbleSort,8997000
3000,82,InsertionSort,2221821
3000,82,SelectionSort,4498500
3000,82,MergeSort,30880
3000,82,QuickSort,42305
3000,82,HeapSort,42151
3000,83,BubbleSort,8997000
3000,83,InsertionSort,2242319
3000,83,SelectionSort,4498500
3000,83,MergeSort,30932
3000,83,QuickSort,40261
3000,83,HeapSort,42032
3000,84,BubbleSort,8997000
3000,84,InsertionSort,2241176
3000,84,SelectionSort,4498500
3000,84,MergeSort,30864
3000,84,QuickSort,40655
3000,84,HeapSort,42272
3000,85,BubbleSort,8997000
3000,85,InsertionSort,2250317
3000,85,SelectionSort,4498500
3000,85,MergeSort,30845
3000,85,QuickSort,43383
3000,85,HeapSort,41993
3000,86,BubbleSort,8997000
3000,86,InsertionSort,2293217
3000,86,SelectionSort,4498500
3000,86,MergeSort,30915
3000,86,QuickSort,42474
3000,86,HeapSort,42142
3000,87,BubbleSort,8997000
3000,87,InsertionSort,2228213
3000,87,SelectionSort,4498500
3000,87,MergeSort,30922
3000,87,QuickSort,40336
3000,87,HeapSort,42113
3000,88,BubbleSort,8997000
3000,88,InsertionSort,2294624
3000,88,SelectionSort,4498500
3000,88,MergeSort,30855
3000,88,QuickSort,43110
3000,88,HeapSort,42040
3000,89,BubbleSort,8997000
3000,89,InsertionSort,2213289
3000,89,SelectionSort,4498500
3000,89,MergeSort,30910
3000,89,QuickSort,43125
3000,89,HeapSort,42231
3000,90,BubbleSort,8997000
3000,90,InsertionSort,2250939
3000,90,SelectionSort,4498500
3000,90,MergeSort,30858
3000,90,QuickSort,40487
3000,90,HeapSort,42089
3000,91,BubbleSort,8997000
3000,91,InsertionSort,2300175
3000,91,SelectionSort,4498500
3000,91,MergeSort,30895
3000,91,QuickSort,39801
3000,91,HeapSort,42115
3000,92,BubbleSort,8997000
3000,92,InsertionSort,2281858
3000,92,SelectionSort,4498500
3000,92,MergeSort,30898
3000,92,QuickSort,40728
3000,92,HeapSort,42078
3000,93,BubbleSort,8997000
3000,93,InsertionSort,2280911
3000,93,SelectionSort,4498500
3000,93,MergeSort,30890
3000,93,QuickSort,40395
3000,93,HeapSort,42093
3000,94,BubbleSort,8997000
3000,94,InsertionSort,2229002
3000,94,SelectionSort,4498500
3000,94,MergeSort,30901
3000,94,QuickSort,40913
3000,94,HeapSort,42097
3000,95,BubbleSort,8997000
3000,95,InsertionSort,2243306
3000,95,SelectionSort,4498500
3000,95,MergeSort,30949
3000,95,QuickSort,42206
3000,95,HeapSort,42175
3000,96,BubbleSort,8997000
3000,96,InsertionSort,2274269
3000,96,SelectionSort,4498500
3000,96,MergeSort,30844
3000,96,QuickSort,41003
3000,96,HeapSort,42141
3000,97,BubbleSort,8997000
3000,97,InsertionSort,2254491
3000,97,SelectionSort,4498500
3000,97,MergeSort,30937
3000,97,QuickSort,38863
3000,97,HeapSort,42105
3000,98,BubbleSort,8997000
3000,98,InsertionSort,2238875
3000,98,SelectionSort,4498500
3000,98,MergeSort,30946
3000,98,QuickSort,39255
3000,98,HeapSort,42178
3000,99,BubbleSort,8997000
3000,99,InsertionSort,2244606
3000,99,SelectionSort,4498500
3000,99,MergeSort,30992
3000,99,QuickSort,40491
3000,99,HeapSort,42093
3000,100,BubbleSort,8997000
3000,100,InsertionSort,2242809
3000,100,SelectionSort,4498500
3000,100,MergeSort,30890
3000,100,QuickSort,39855
3000,100,HeapSort,42108
3000,101,BubbleSort,8997000
3000,101,InsertionSort,2244161
3000,101,SelectionSort,4498500
3000,101,MergeSort,30869
3000,101,QuickSort,43577
3000,101,HeapSort,42077
3000,102,BubbleSort,8997000
3000,102,InsertionSort,2278022
3000,102,SelectionSort,4498500
3000,102,MergeSort,30961
3000,102,QuickSort,42522
3000,102,HeapSort,41971
3000,103,BubbleSort,8997000
3000,103,InsertionSort,2232765
3000,103,SelectionSort,4498500
3000,103,MergeSort,30891
3000,103,QuickSort,39064
3000,103,HeapSort,42060
3000,104,BubbleSort,8997000
3000,104,InsertionSort,2251279
3000,104,SelectionSort,4498500
3000,104,MergeSort,30945
3000,104,QuickSort,40642
3000,104,HeapSort,41997
3000,105,BubbleSort,8997000
3000,105,InsertionSort,2210397
3000,105,SelectionSort,4498500
3000,105,MergeSort,30934
3000,105,QuickSort,39921
3000,105,HeapSort,42081
3000,106,BubbleSort,8997000
3000,106,InsertionSort,2230030
3000,106,SelectionSort,4498500
3000,106,MergeSort,30901
3000,106,QuickSort,39714
3000,106,HeapSort,42130
3000,107,BubbleSort,8997000
3000,107,InsertionSort,2270731
3000,107,SelectionSort,4498500
3000,107,MergeSort,30872
3000,107,QuickSort,41958
3000,107,HeapSort,42104
3000,108,BubbleSort,8997000
3000,108,InsertionSort,2224302
3000,108,SelectionSort,4498500
3000,108,MergeSort,30975
3000,108,QuickSort,40014
3000,108,HeapSort,42188
3000,109,BubbleSort,8997000
3000,109,InsertionSort,2258772
3000,109,SelectionSort,4498500
3000,109,MergeSort,30908
3000,109,QuickSort,39831
3000,109,HeapSort,42180
3000,110,BubbleSort,8997000
3000,110,InsertionSort,2250954
3000,110,SelectionSort,4498500
3000,110,MergeSort,30906
3000,110,QuickSort,40916
3000,110,HeapSort,42176
3000,111,BubbleSort,8997000
3000,111,InsertionSort,2260575
3000,111,SelectionSort,4498500
3000,111,MergeSort,30982
3000,111,QuickSort,39493
3000,111,HeapSort,42015
3000,112,BubbleSort,8997000
3000,112,InsertionSort,2227255
3000,112,SelectionSort,4498500
3000,112,MergeSort,30934
3000,112,QuickSort,42148
3000,112,HeapSort,42109
3000,113,BubbleSort,8997000
3000,113,InsertionSort,2260860
3000,113,SelectionSort,4498500
3000,113,MergeSort,30872
3000,113,QuickSort,39412
3000,113,HeapSort,42087
3000,114,BubbleSort,8997000
3000,114,InsertionSort,2224696
3000,114,SelectionSort,4498500
3000,114,MergeSort,30899
3000,114,QuickSort,40411
3000,114,HeapSort,42190
3000,115,BubbleSort,8997000
3000,115,InsertionSort,2213738
3000,115,SelectionSort,4498500
3000,115,MergeSort,30976
3000,115,QuickSort,39162
3000,115,HeapSort,42145
3000,116,BubbleSort,8997000
3000,116,InsertionSort,2257413
3000,116,SelectionSort,4498500
3000,116,MergeSort,30933
3000,116,QuickSort,39978
3000,116,HeapSort,42096
3000,117,BubbleSort,8997000
3000,117,InsertionSort,2200909
3000,117,SelectionSort,4498500
3000,117,MergeSort,30959
3000,117,QuickSort,40224
3000,117,HeapSort,42244
3000,118,BubbleSort,8997000
3000,118,InsertionSort,2255558
3000,118,SelectionSort,4498500
3000,118,MergeSort,30902
3000,118,QuickSort,38572
3000,118,HeapSort,42072
3000,119,BubbleSort,8997000
3000,119,InsertionSort,2239336
3000,119,SelectionSort,4498500
3000,119,MergeSort,30951
3000,119,QuickSort,38384
3000,119,HeapSort,42117
3000,120,BubbleSort,8997000
3000,120,InsertionSort,2275632
3000,120,SelectionSort,4498500
3000,120,MergeSort,30946
3000,120,QuickSort,38637
3000,120,HeapSort,42135
3000,121,BubbleSort,8997000
3000,121,InsertionSort,2192487
3000,121,SelectionSort,4498500
3000,121,MergeSort,30888
3000,121,QuickSort,40890
3000,121,HeapSort,42114
3000,122,BubbleSort,8997000
3000,122,InsertionSort,2274448
3000,122,SelectionSort,4498500
3000,122,MergeSort,30940
3000,122,QuickSort,39769
3000,122,HeapSort,41983
3000,123,BubbleSort,8997000
3000,123,InsertionSort,2260917
3000,123,SelectionSort,4498500
3000,123,MergeSort,30924
3000,123,QuickSort,41562
3000,123,HeapSort,42151
3000,124,BubbleSort,8997000
3000,124,InsertionSort,2265805
3000,124,SelectionSort,4498500
3000,124,MergeSort,30909
3000,124,QuickSort,42534
3000,124,HeapSort,42167
3000,125,BubbleSort,8997000
3000,125,InsertionSort,2209577
3000,125,SelectionSort,4498500
3000,125,MergeSort,30928
3000,125,QuickSort,43232
3000,125,HeapSort,42146
3000,126,BubbleSort,8997000
3000,126,InsertionSort,2283629
3000,126,SelectionSort,4498500
3000,126,MergeSort,30894
3000,126,QuickSort,42993
3000,126,HeapSort,42036
3000,127,BubbleSort,8997000
3000,127,InsertionSort,2234450
3000,127,SelectionSort,4498500
3000,127,MergeSort,30970
3000,127,QuickSort,43243
3000,127,HeapSort,42115
3000,128,BubbleSort,8997000
3000,128,InsertionSort,2226065
3000,128,SelectionSort,4498500
3000,128,MergeSort,30882
3000,128,QuickSort,37709
3000,128,HeapSort,42243
3000,129,BubbleSort,8997000
3000,129,InsertionSort,2272507
3000,129,SelectionSort,4498500
3000,129,MergeSort,30960
3000,129,QuickSort,41429
3000,129,HeapSort,42056
3000,130,BubbleSort,8997000
3000,130,InsertionSort,2287362
3000,130,SelectionSort,4498500
3000,130,MergeSort,30878
3000,130,QuickSort,45522
3000,130,HeapSort,42112
3000,131,BubbleSort,8997000
3000,131,InsertionSort,2247474
3000,131,SelectionSort,4498500
3000,131,MergeSort,30946
3000,131,QuickSort,38535
3000,131,HeapSort,42139
3000,132,BubbleSort,8997000
3000,132,InsertionSort,2234416
3000,132,SelectionSort,4498500
3000,132,MergeSort,30974
3000,132,QuickSort,43668
3000,132,HeapSort,42164
3000,133,BubbleSort,8997000
3000,133,InsertionSort,2205131
3000,133,SelectionSort,4498500
3000,133,MergeSort,30919
3000,133,QuickSort,40262
3000,133,HeapSort,42125
3000,134,BubbleSort,8997000
3000,134,InsertionSort,2258195
3000,134,SelectionSort,4498500
3000,134,MergeSort,30961
3000,134,QuickSort,38269
3000,134,HeapSort,42103
3000,135,BubbleSort,8997000
3000,135,InsertionSort,2284011
3000,135,SelectionSort,4498500
3000,135,MergeSort,30949
3000,135,QuickSort,41093
3000,135,HeapSort,42176
3000,136,BubbleSort,8997000
3000,136,InsertionSort,2244718
3000,136,SelectionSort,4498500
3000,136,MergeSort,30908
3000,136,QuickSort,37930
3000,136,HeapSort,42105
3000,137,BubbleSort,8997000
3000,137,InsertionSort,2289891
3000,137,SelectionSort,4498500
3000,137,MergeSort,30944
3000,137,QuickSort,40597
3000,137,HeapSort,42081
3000,138,BubbleSort,8997000
3000,138,InsertionSort,2245791
3000,138,SelectionSort,4498500
3000,138,MergeSort,30935
3000,138,QuickSort,39186
3000,138,HeapSort,42099
3000,139,BubbleSort,8997000
3000,139,InsertionSort,2199831
3000,139,SelectionSort,4498500
3000,139,MergeSort,30911
3000,139,QuickSort,41646
3000,139,HeapSort,42208
3000,140,BubbleSort,8997000
3000,140,InsertionSort,2248311
3000,140,SelectionSort,4498500
3000,140,MergeSort,30912
3000,140,QuickSort,39851
3000,140,HeapSort,42082
3000,141,BubbleSort,8997000
3000,141,InsertionSort,2244626
3000,141,SelectionSort,4498500
3000,141,MergeSort,31004
3000,141,QuickSort,43530
3000,141,HeapSort,42116
3000,142,BubbleSort,8997000
3000,142,InsertionSort,2285700
3000,142,SelectionSort,4498500
3000,142,MergeSort,30953
3000,142,QuickSort,40702
3000,142,HeapSort,41985
3000,143,BubbleSort,8997000
3000,143,InsertionSort,2281814
3000,143,SelectionSort,4498500
3000,143,MergeSort,30904
3000,143,QuickSort,42269
3000,143,HeapSort,42166
3000,144,BubbleSort,8997000
3000,144,InsertionSort,2259491
3000,144,SelectionSort,4498500
3000,144,MergeSort,30924
3000,144,QuickSort,41820
3000,144,HeapSort,42201
3000,145,BubbleSort,8997000
3000,145,InsertionSort,2283411
3000,145,SelectionSort,4498500
3000,145,MergeSort,30971
3000,145,QuickSort,39981
3000,145,HeapSort,41949
3000,146,BubbleSort,8997000
3000,146,InsertionSort,2310669
3000,146,SelectionSort,4498500
3000,146,MergeSort,30869
3000,146,QuickSort,42568
3000,146,HeapSort,42116
3000,147,BubbleSort,8997000
3000,147,InsertionSort,2235921
3000,147,SelectionSort,4498500
3000,147,MergeSort,30938
3000,147,QuickSort,41454
3000,147,HeapSort,42161
3000,148,BubbleSort,8997000
3000,148,InsertionSort,2203707
3000,148,SelectionSort,4498500
3000,148,MergeSort,30915
3000,148,QuickSort,41237
3000,148,HeapSort,42219
3000,149,BubbleSort,8997000
3000,149,InsertionSort,2227642
3000,149,SelectionSort,4498500
3000,149,MergeSort,30868
3000,149,QuickSort,39003
3000,149,HeapSort,42095
3000,150,BubbleSort,8997000
3000,150,InsertionSort,2236551
3000,150,SelectionSort,4498500
3000,150,MergeSort,30935
3000,150,QuickSort,44004
3000,150,HeapSort,42113
3000,151,BubbleSort,8997000
3000,151,InsertionSort,2256178
3000,151,SelectionSort,4498500
3000,151,MergeSort,30948
3000,151,QuickSort,39021
3000,151,HeapSort,42249
3000,152,BubbleSort,8997000
3000,152,InsertionSort,2222436
3000,152,SelectionSort,4498500
3000,152,MergeSort,30928
3000,152,QuickSort,38484
3000,152,HeapSort,42232
3000,153,BubbleSort,8997000
3000,153,InsertionSort,2261853
3000,153,SelectionSort,4498500
3000,153,MergeSort,30881
3000,153,QuickSort,41883
3000,153,HeapSort,42092
3000,154,BubbleSort,8997000
3000,154,InsertionSort,2273835
3000,154,SelectionSort,4498500
3000,154,MergeSort,30937
3000,154,QuickSort,38940
3000,154,HeapSort,42220
3000,155,BubbleSort,8997000
3000,155,InsertionSort,2222016
3000,155,SelectionSort,4498500
3000,155,MergeSort,30929
3000,155,QuickSort,40678
3000,155,HeapSort,42062
3000,156,BubbleSort,8997000
3000,156,InsertionSort,2223365
3000,156,SelectionSort,4498500
3000,156,MergeSort,30929
3000,156,QuickSort,43046
3000,156,HeapSort,41976
3000,157,BubbleSort,8997000
3000,157,InsertionSort,2252625
3000,157,SelectionSort,4498500
3000,157,MergeSort,30961
3000,157,QuickSort,46252
3000,157,HeapSort,41965
3000,158,BubbleSort,8997000
3000,158,InsertionSort,2261642
3000,158,SelectionSort,4498500
3000,158,MergeSort,30907
3000,158,QuickSort,38782
3000,158,HeapSort,42150
3000,159,BubbleSort,8997000
3000,159,InsertionSort,2266451
3000,159,SelectionSort,4498500
3000,159,MergeSort,30931
3000,159,QuickSort,38612
3000,159,HeapSort,42104
3000,160,BubbleSort,8997000
3000,160,InsertionSort,2312284
3000,160,SelectionSort,4498500
3000,160,MergeSort,30909
3000,160,QuickSort,40862
3000,160,HeapSort,42055
3000,161,BubbleSort,8997000
3000,161,InsertionSort,2267926
3000,161,SelectionSort,4498500
3000,161,MergeSort,30967
3000,161,QuickSort,43597
3000,161,HeapSort,42049
3000,162,BubbleSort,8997000
3000,162,InsertionSort,2287804
3000,162,SelectionSort,4498500
3000,162,MergeSort,30925
3000,162,QuickSort,41598
3000,162,HeapSort,42062
3000,163,BubbleSort,8997000
3000,163,InsertionSort,2277654
3000,163,SelectionSort,4498500
3000,163,MergeSort,30901
3000,163,QuickSort,39711
3000,163,HeapSort,42133
3000,164,BubbleSort,8997000
3000,164,InsertionSort,2232343
3000,164,SelectionSort,4498500
3000,164,MergeSort,30914
3000,164,QuickSort,41858
3000,164,HeapSort,42218
3000,165,BubbleSort,8997000
3000,165,InsertionSort,2238665
3000,165,SelectionSort,4498500
3000,165,MergeSort,30992
3000,165,QuickSort,41542
3000,165,HeapSort,42163
3000,166,BubbleSort,8997000
3000,166,InsertionSort,2241043
3000,166,SelectionSort,4498500
3000,166,MergeSort,30902
3000,166,QuickSort,41660
3000,166,HeapSort,42145
3000,167,BubbleSort,8997000
3000,167,InsertionSort,2250303
3000,167,SelectionSort,4498500
3000,167,MergeSort,30900
3000,167,QuickSort,39756
3000,167,HeapSort,42157
3000,168,BubbleSort,8997000
3000,168,InsertionSort,2274837
3000,168,SelectionSort,4498500
3000,168,MergeSort,30954
3000,168,QuickSort,44136
3000,168,HeapSort,42103
3000,169,BubbleSort,8997000
3000,169,InsertionSort,2255810
3000,169,SelectionSort,4498500
3000,169,MergeSort,30931
3000,169,QuickSort,40131
3000,169,HeapSort,42134
3000,170,BubbleSort,8997000
3000,170,InsertionSort,2278207
3000,170,SelectionSort,4498500
3000,170,MergeSort,30934
3000,170,QuickSort,39274
3000,170,HeapSort,41982
3000,171,BubbleSort,8997000
3000,171,InsertionSort,2268104
3000,171,SelectionSort,4498500
3000,171,MergeSort,30885
3000,171,QuickSort,44253
3000,171,HeapSort,42095
3000,172,BubbleSort,8997000
3000,172,InsertionSort,2256445
3000,172,SelectionSort,4498500
3000,172,MergeSort,30891
3000,172,QuickSort,39836
3000,172,HeapSort,42080
3000,173,BubbleSort,8997000
3000,173,InsertionSort,2316354
3000,173,SelectionSort,4498500
3000,173,MergeSort,30917
3000,173,QuickSort,39716
3000,173,HeapSort,42113
3000,174,BubbleSort,8997000
3000,174,InsertionSort,2237428
3000,174,SelectionSort,4498500
3000,174,MergeSort,30857
3000,174,QuickSort,43412
3000,174,HeapSort,42104
3000,175,BubbleSort,8997000
3000,175,InsertionSort,2208685
3000,175,SelectionSort,4498500
3000,175,MergeSort,30978
3000,175,QuickSort,41036
3000,175,HeapSort,42217
3000,176,BubbleSort,8997000
3000,176,InsertionSort,2223175
3000,176,SelectionSort,4498500
3000,176,MergeSort,30901
3000,176,QuickSort,40235
3000,176,HeapSort,42047
3000,177,BubbleSort,8997000
3000,177,InsertionSort,2247812
3000,177,SelectionSort,4498500
3000,177,MergeSort,30864
3000,177,QuickSort,38349
3000,177,HeapSort,42131
3000,178,BubbleSort,8997000
3000,178,InsertionSort,2235930
3000,178,SelectionSort,4498500
3000,178,MergeSort,30902
3000,178,QuickSort,37561
3000,178,HeapSort,42158
3000,179,BubbleSort,8997000
3000,179,InsertionSort,2281011
3000,179,SelectionSort,4498500
3000,179,MergeSort,30944
3000,179,QuickSort,38656
3000,179,HeapSort,41997
3000,180,BubbleSort,8997000
3000,180,InsertionSort,2261030
3000,180,SelectionSort,4498500
3000,180,MergeSort,30957
3000,180,QuickSort,43191
3000,180,HeapSort,42208
3000,181,BubbleSort,8997000
3000,181,InsertionSort,2265501
3000,181,SelectionSort,4498500
3000,181,MergeSort,30851
3000,181,QuickSort,40473
3000,181,HeapSort,42113
3000,182,BubbleSort,8997000
3000,182,InsertionSort,2268481
3000,182,SelectionSort,4498500
3000,182,MergeSort,30862
3000,182,QuickSort,40919
3000,182,HeapSort,42027
3000,183,BubbleSort,8997000
3000,183,InsertionSort,2256424
3000,183,SelectionSort,4498500
3000,183,MergeSort,30890
3000,183,QuickSort,40349
3000,183,HeapSort,42144
3000,184,BubbleSort,8997000
3000,184,InsertionSort,2260453
3000,184,SelectionSort,4498500
3000,184,MergeSort,30857
3000,184,QuickSort,41591
3000,184,HeapSort,42103
3000,185,BubbleSort,8997000
3000,185,InsertionSort,2258247
3000,185,SelectionSort,4498500
3000,185,MergeSort,30956
3000,185,QuickSort,38914
3000,185,HeapSort,42134
3000,186,BubbleSort,8997000
3000,186,InsertionSort,2260750
3000,186,SelectionSort,4498500
3000,186,MergeSort,30926
3000,186,QuickSort,39735
3000,186,HeapSort,42156
3000,187,BubbleSort,8997000
3000,187,InsertionSort,2274893
3000,187,SelectionSort,4498500
3000,187,MergeSort,30923
3000,187,QuickSort,37301
3000,187,HeapSort,42151
3000,188,BubbleSort,8997000
3000,188,InsertionSort,2280293
3000,188,SelectionSort,4498500
3000,188,MergeSort,30941
3000,188,QuickSort,38205
3000,188,HeapSort,42013
3000,189,BubbleSort,8997000
3000,189,InsertionSort,2245096
3000,189,SelectionSort,4498500
3000,189,MergeSort,30851
3000,189,QuickSort,38063
3000,189,HeapSort,42017
3000,190,BubbleSort,8997000
3000,190,InsertionSort,2265480
3000,190,SelectionSort,4498500
3000,190,MergeSort,30961
3000,190,QuickSort,42832
3000,190,HeapSort,42093
3000,191,BubbleSort,8997000
3000,191,InsertionSort,2206835
3000,191,SelectionSort,4498500
3000,191,MergeSort,30962
3000,191,QuickSort,40556
3000,191,HeapSort,42250
3000,192,BubbleSort,8997000
3000,192,InsertionSort,2275709
3000,192,SelectionSort,4498500
3000,192,MergeSort,30889
3000,192,QuickSort,40343
3000,192,HeapSort,42180
3000,193,BubbleSort,8997000
3000,193,InsertionSort,2286182
3000,193,SelectionSort,4498500
3000,193,MergeSort,30943
3000,193,QuickSort,43048
3000,193,HeapSort,42180
3000,194,BubbleSort,8997000
3000,194,InsertionSort,2255153
3000,194,SelectionSort,4498500
3000,194,MergeSort,30905
3000,194,QuickSort,43946
3000,194,HeapSort,42115
3000,195,BubbleSort,8997000
3000,195,InsertionSort,2248307
3000,195,SelectionSort,4498500
3000,195,MergeSort,30914
3000,195,QuickSort,39682
3000,195,HeapSort,42301
3000,196,BubbleSort,8997000
3000,196,InsertionSort,2273746
3000,196,SelectionSort,4498500
